Empirical Data_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Base year prices for selected items,,,,,,,,,,,,,,,,,,,Current year prices for same items,,,,,,,,,,,,,,,,,,
B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19
1.8,1.7,11.68,1.7,4.28,1.5,0.08,0.48,0.5,1.13,0.31,1.2,169.88,1.21,1.3,0.97,1.08,4.14,1.28,17.8,4.05,147.8,1.3,24.3,10.4,3.1,1.86,1.5,2.5,0.7,3.24,533.5,2.7,11.9,3.15,3.1,28.89,1.7
2.03,1.7,11.68,1.5,4.28,1.5,0.08,0.48,0.3,1.13,0.31,1.43,169.88,1.21,1.3,0.97,1.18,4.14,1.28,17.8,4.05,147.8,1.3,24.3,10.4,3.1,1.86,1.5,2.5,0.8,3.24,533.5,2.7,12,3.27,3.1,28.89,1.7
1.58,1.52,11.68,1.7,4.28,1.5,0.08,0.48,0.3,1.03,0.31,1.43,210,1.21,1.3,0.97,1.18,4.46,1.49,17.8,4.05,147.8,1.3,24.3,10.4,3.1,1.86,1.5,2.5,0.8,3.24,533.5,2.7,12,3.27,3.1,28.89,1.7
1.7,1.52,11.68,1.7,4.28,1.5,0.08,0.48,0.3,1.03,0.31,1.43,210,1.21,1.3,0.97,1.18,4.46,1.49,17.8,4.06,147.8,1.3,24.3,10.4,3.1,1.07,1.5,2.5,0.8,3.24,533.5,2.7,12,3.27,3.1,28.89,1.7
2,1.7,11.68,1.7,4.54,1.5,0.08,0.48,0.3,1.13,0.31,1.53,192,1.28,1.3,0.97,1.18,4.46,1.49,17.8,4.1,147.8,1.3,24.3,10.4,3.1,1.4,1.5,2.5,0.8,3.2,533.5,2.7,12,3.27,3.1,28.9,1.7
1.8,1.7,11.68,1.5,4.54,1.5,0.08,0.48,0.3,1.13,0.31,1.53,199.88,1.28,1.3,0.97,1.18,4.46,1.49,17.8,4.1,147.8,1.3,24.3,10.4,3.1,1.1,1.5,2.5,0.8,3.2,533.5,2.7,12,3.42,3.1,28.9,1.8
1.8,1.7,11.68,1.5,4.73,1.5,0.08,0.48,0.3,1.13,0.31,1.53,192,1.28,1.3,0.97,1.28,4.46,1.49,17.8,4.06,147.8,1.3,24.3,10.4,3.1,1.4,1.5,2.5,0.8,3.2,533.5,2.7,12,3.27,3.1,28.9,1.7
2.03,1.7,11.68,1.5,4.73,1.5,0.08,0.48,0.3,1.13,0.31,1.53,192,1.28,1.3,0.97,1.28,4.46,1.49,17.9,4.2,147.9,1.3,24.3,10.4,3.2,2.4,1.5,2.5,0.8,3.2,543.9,2.7,12.1,3.34,3.1,30.9,1.8
1.8,1.52,11.68,1.7,4.73,1.5,0.08,0.48,0.3,1.13,0.21,1.53,259.4,1.28,1.3,2.5,1.28,4.46,1.49,17.9,4.2,147.9,1.3,24.3,10.4,3.2,2.4,1.5,2.5,0.8,3.2,543.9,2.7,12.1,3.34,3.1,30.9,1.8
1.56,1.52,5.86,1.5,4.68,1.44,0.08,0.48,0.3,1.13,0.21,1.5,169.88,1.31,1.13,1.01,1.25,3.68,1.38,17.4,2.3,215,1.3,36.3,10.4,0.9,1.7,0.8,2.5,0.9,4.3,522.2,2.2,2.4,4.83,3.3,24.3,1.7
1.51,1.52,5.86,1.5,4.68,1.44,0.08,0.18,0.3,1.03,0.31,1.5,169.88,1.31,1.13,0.97,1.25,3.68,1.38,17.8,2.3,215,1.3,36.3,10.4,0.9,1.7,0.8,2.5,0.9,4.3,522.2,2.2,2.4,4.83,3.5,24.3,1.7
1.51,1.52,5.86,1.5,4.68,1.44,0.08,0.3,0.3,1.03,0.31,1.5,169.88,1.31,1.13,1.01,1.25,3.68,1.38,17.4,2.3,215,1.3,36.3,10.4,0.9,1.7,0.8,2.5,0.9,4.3,522.2,2.2,2.4,4.83,3.5,24.3,1.7
1.56,1.7,5.86,1.5,4.68,1.44,0.08,0.3,0.3,1.13,0.31,1.5,169.88,1.31,1.3,0.97,1.25,3.68,1.38,17.4,2.3,215,1.3,36.3,10.4,0.9,1.7,0.8,2.5,0.9,4.3,522.2,2.2,2.4,4.83,3.5,24.3,1.7
1.51,1.52,5.86,1.5,4.68,1.44,0.08,0.4,0.3,1.13,0.21,1.5,169.88,1.31,1.3,0.97,1.25,3.68,1.38,19.3,2.3,225,1.3,36.3,11.43,0.9,1.7,0.8,2.5,0.9,4.3,535.2,2.2,2.4,4.83,3.5,24.3,1.7
1.56,1.52,5.86,1.5,4.68,1.44,0.08,0.18,0.3,1.03,0.31,1.5,169.88,1.51,1.3,0.85,1.35,3.68,1.38,19.3,2.3,225,1.3,36.3,11.43,0.9,1.7,0.8,2.5,0.9,4.3,535.2,2.2,2.4,4.83,3.5,25.3,1.7
1.56,1.52,6.16,1.5,4.88,1.64,0.08,0.18,0.27,1.03,0.31,1.5,199.88,1.51,1.3,0.97,1.35,3.68,1.38,19.3,2.3,225,1.3,36.1,11.43,1.1,1.7,0.8,2.5,0.9,4.3,555.2,2.2,2.4,4.83,3.5,25.3,1.7
1.51,1.52,6.16,1.5,4.88,1.64,0.08,0.3,0.3,1.13,0.21,1.53,199.88,1.51,1.3,0.97,1.35,3.68,1.38,19.3,2.3,225,1.3,36.3,11.43,1.1,1.7,0.8,2.5,0.9,4.3,555.2,2.2,2.4,4.83,3.5,24.3,1.7
1.56,1.52,6.16,1.5,4.88,1.64,0.08,0.18,0.27,1.03,0.31,1.5,199.88,1.51,1.3,0.97,1.35,3.68,1.38,19.3,2.3,225,1.3,36.3,11.43,1.1,1.7,0.8,2.5,0.9,4.3,555.2,2.2,2.4,4.83,3.5,24.3,1.7
1.51,1.52,6.16,1.5,5.12,1.64,0.08,0.18,0.27,1.03,0.31,1.5,199.88,1.51,1.3,1.01,1.46,4.02,1.49,19.1,2.4,229,1.3,36.1,11.43,1.6,1.8,0.9,2.5,1,4.8,592.2,2.4,2.5,4.07,3.5,28.3,1.7
1.51,1.52,6.16,1.5,5.24,1.64,0.08,0.18,0.27,1.03,0.31,1.5,199.88,1.51,1.3,1.01,1.46,4.02,1.49,19.1,2.4,229,1.3,36.1,11.43,1.6,1.8,0.9,2.5,1,4.8,592.2,2.4,2.5,4.07,3.5,28.3,1.7
1.56,1.52,6.16,1.5,5.24,1.64,0.08,0.3,0.27,1.13,0.21,1.5,199.88,1.51,1.3,1.01,1.46,4.02,1.38,19.1,2.4,229,1.3,36.1,11.43,1.6,1.8,0.9,2.5,1,4.8,592.2,2.4,2.5,4.07,3.5,28.3,1.7
1.51,1.52,5.86,1.5,4.68,1.44,0.08,0.48,0.27,1.13,0.21,1.43,169.88,1.31,1.13,0.85,1.25,3.68,1.28,15.4,2.4,302.64,1.1,19.2,9.52,1.8,1.5,0.9,1.8,0.52,3.5,751.6,1.99,5.4,3.42,3.2,25.3,2.7
1.56,1.52,5.86,1.5,4.68,1.44,0.08,0.18,0.3,1.03,0.31,1.43,169.88,1.31,1.13,0.85,1.25,3.68,1.28,15.4,2.4,302.64,1.1,19.2,9.51,1.8,1.5,0.9,1.8,0.52,3.5,751.6,1.99,5.4,3.34,3.2,25.3,2.7
1.56,1.52,5.86,1.5,4.68,1.44,0.08,0.18,0.3,1.03,0.31,1.5,169.88,1.31,1.13,0.85,1.25,3.68,1.38,15.4,2.4,302.64,1.1,19.2,9.62,1.8,1.5,0.9,1.8,0.72,3.5,751.6,1.99,5.4,3.42,3.2,25.3,2.7
1.51,1.52,5.86,1.5,4.68,1.44,0.08,0.4,0.3,1.13,0.21,1.54,169.88,1.31,1.3,0.85,1.25,3.68,1.38,15.4,2.4,302.64,1.1,19.2,9.7,1.8,1.5,0.9,1.8,0.52,3.5,751.6,1.99,5.4,3.34,3.2,25.3,2.7
1.56,1.52,5.86,1.5,4.68,1.44,0.08,0.18,0.27,1.03,0.31,1.54,169.88,1.31,1.3,0.85,1.25,3.68,1.38,15.4,2.4,305.8,1.1,19.2,9.52,1.8,1.5,0.9,1.8,0.52,3.5,751.6,1.99,5.4,3.42,3.2,25.3,2.7
1.56,1.52,5.86,1.5,4.68,1.44,0.08,0.18,0.3,1.03,0.31,1.5,169.88,1.51,1.3,0.97,1.35,3.68,1.38,15.4,2.4,302.64,1.1,19.2,9.52,1.8,1.5,0.9,1.8,0.52,3.5,751.6,1.99,5.4,3.27,3.2,25.3,2.7
1.51,1.52,6.16,1.5,4.88,1.64,0.08,0.18,0.27,1.03,0.31,1.5,199.88,1.51,1.3,0.85,1.35,3.68,1.38,15.4,2.4,302.64,1.1,19.2,9.52,1.8,1.5,0.9,1.8,0.52,3.5,751.6,1.99,5.4,3.27,3.2,25.3,2.7
1.56,1.52,6.16,1.5,4.88,1.64,0.08,0.18,0.27,1.03,0.31,1.5,199.88,1.51,1.3,0.97,1.35,3.68,1.49,16,2.4,302.64,1.1,19.4,5.1,2,1.6,1,1.9,0.52,3.6,751.6,1.99,6,3.34,3.2,25.3,3.2
1.56,1.52,6.16,1.5,4.88,1.64,0.08,0.18,0.27,1.03,0.31,1.5,199.88,1.51,1.3,0.97,1.35,3.68,1.38,16,2.4,302.64,1.1,19.4,4.33,2,1.6,1,1.9,0.9,3.6,751.6,1.99,6,3.15,3.2,25.3,3.2
1.51,1.52,6.16,1.5,5.12,1.64,0.08,0.18,0.27,1.03,0.31,1.5,199.88,1.51,1.3,0.85,1.46,4.02,1.38,16,2.4,302.64,1.1,19.4,4.33,2.1,1.6,1,1.9,0.9,3.6,751.6,1.99,6,3.34,3.2,25.3,3.2
1.56,1.52,6.16,1.5,5.24,1.64,0.08,0.18,0.27,1.03,0.31,1.5,199.88,1.51,1.3,1.01,1.46,4.02,1.38,16,2.4,302.64,1.1,19.4,4.45,2.1,1.6,1,1.9,0.8,3.6,751.6,1.99,6,3.17,3.2,25.3,3.2
1.56,1.52,6.16,1.5,5.24,1.64,0.08,0.18,0.27,1.03,0.31,1.5,199.88,1.51,1.3,0.85,1.46,4.02,1.38,16,2.4,302.64,1.1,19.4,4.13,2.1,1.6,1,1.9,0.72,3.6,751.6,1.99,6,3.42,3.2,25.3,3.2
